File1: org-001.txt, File2: FID-001.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.85, Tense Change: False, Voice Change: True
File1: org-016.txt, File2: FID-013.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-014.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-015.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-016.txt - TF-IDF Similarity: 0.14, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-017.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-018.txt - TF-IDF Similarity: 0.15, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-019.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-016.txt, File2: FID-020.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-021.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.81, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-022.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-023.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.90, Tense Change: True, Voice Change: False
File1: org-016.txt, File2: FID-024.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-025.txt - TF-IDF Similarity: 0.11, Semantic Similarity: 0.91, Tense Change: True, Voice Change: False
File1: org-016.txt, File2: FID-026.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-027.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-028.txt - TF-IDF Similarity: 0.15, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-016.txt, File2: FID-029.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.90, Tense Change: True, Voice Change: False
File1: org-016.txt, File2: FID-030.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-001.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-002.txt - TF-IDF Similarity: 0.11, Semantic Similarity: 0.93, Tense Change: False, Voice Change: True
File1: org-017.txt, File2: FID-003.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-004.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.89, Tense Change: True, Voice Change: False
File1: org-017.txt, File2: FID-005.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-006.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-007.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-008.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-009.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-017.txt, File2: FID-010.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-011.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-012.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-013.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-014.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-015.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-016.txt - TF-IDF Similarity: 0.14, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-017.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-018.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-019.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.89, Tense Change: True, Voice Change: False
File1: org-017.txt, File2: FID-020.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-021.txt - TF-IDF Similarity: 0.00, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-022.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-023.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.88, Tense Change: True, Voice Change: False
File1: org-017.txt, File2: FID-024.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-025.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.89, Tense Change: True, Voice Change: False
File1: org-017.txt, File2: FID-026.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.85, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-027.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-028.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-017.txt, File2: FID-029.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.88, Tense Change: True, Voice Change: False
File1: org-017.txt, File2: FID-030.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-001.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-002.txt - TF-IDF Similarity: 0.16, Semantic Similarity: 0.96, Tense Change: False, Voice Change: True
File1: org-018.txt, File2: FID-003.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-004.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.91, Tense Change: True, Voice Change: False
File1: org-018.txt, File2: FID-005.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-006.txt - TF-IDF Similarity: 0.15, Semantic Similarity: 0.96, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-007.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.96, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-008.txt - TF-IDF Similarity: 0.17, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-009.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.94, Tense Change: True, Voice Change: False
File1: org-018.txt, File2: FID-010.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-011.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.94, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-012.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.95, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-013.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-014.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.94, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-015.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-016.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-017.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-018.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-019.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.93, Tense Change: True, Voice Change: False
File1: org-018.txt, File2: FID-020.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-021.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-022.txt - TF-IDF Similarity: 0.11, Semantic Similarity: 0.95, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-023.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-018.txt, File2: FID-024.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-025.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-018.txt, File2: FID-026.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-027.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.94, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-028.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-018.txt, File2: FID-029.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.93, Tense Change: True, Voice Change: False
File1: org-018.txt, File2: FID-030.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-001.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-002.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.91, Tense Change: False, Voice Change: True
File1: org-019.txt, File2: FID-003.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-004.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-019.txt, File2: FID-005.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-006.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-007.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-008.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-009.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.93, Tense Change: True, Voice Change: False
File1: org-019.txt, File2: FID-010.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-011.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-012.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-013.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-014.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.95, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-015.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-016.txt - TF-IDF Similarity: 0.13, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-017.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-018.txt - TF-IDF Similarity: 0.32, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-019.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.93, Tense Change: True, Voice Change: False
File1: org-019.txt, File2: FID-020.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-021.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.84, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-022.txt - TF-IDF Similarity: 0.13, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-023.txt - TF-IDF Similarity: 0.12, Semantic Similarity: 0.91, Tense Change: True, Voice Change: False
File1: org-019.txt, File2: FID-024.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-025.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-019.txt, File2: FID-026.txt - TF-IDF Similarity: 0.11, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-027.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-028.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-019.txt, File2: FID-029.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.90, Tense Change: True, Voice Change: False
File1: org-019.txt, File2: FID-030.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-001.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-002.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.93, Tense Change: False, Voice Change: True
File1: org-020.txt, File2: FID-003.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-004.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.89, Tense Change: True, Voice Change: False
File1: org-020.txt, File2: FID-005.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-006.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.94, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-007.txt - TF-IDF Similarity: 0.14, Semantic Similarity: 0.95, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-008.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-009.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-020.txt, File2: FID-010.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-011.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-012.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.94, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-013.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-014.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-015.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-016.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-017.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-018.txt - TF-IDF Similarity: 0.20, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-019.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.91, Tense Change: True, Voice Change: False
File1: org-020.txt, File2: FID-020.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-021.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-022.txt - TF-IDF Similarity: 0.98, Semantic Similarity: 1.00, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-023.txt - TF-IDF Similarity: 0.14, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-020.txt, File2: FID-024.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-025.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-020.txt, File2: FID-026.txt - TF-IDF Similarity: 0.12, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-027.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-028.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-020.txt, File2: FID-029.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.92, Tense Change: True, Voice Change: False
File1: org-020.txt, File2: FID-030.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-001.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-002.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.92, Tense Change: False, Voice Change: True
File1: org-021.txt, File2: FID-003.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-004.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.93, Tense Change: True, Voice Change: False
File1: org-021.txt, File2: FID-005.txt - TF-IDF Similarity: 0.17, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-006.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.94, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-007.txt - TF-IDF Similarity: 0.15, Semantic Similarity: 0.95, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-008.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-009.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.94, Tense Change: True, Voice Change: False
File1: org-021.txt, File2: FID-010.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-011.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-012.txt - TF-IDF Similarity: 0.30, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-013.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-014.txt - TF-IDF Similarity: 0.15, Semantic Similarity: 0.94, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-015.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-016.txt - TF-IDF Similarity: 0.25, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-017.txt - TF-IDF Similarity: 0.07, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-018.txt - TF-IDF Similarity: 0.17, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-019.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.90, Tense Change: True, Voice Change: False
File1: org-021.txt, File2: FID-020.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-021.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-022.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-023.txt - TF-IDF Similarity: 0.16, Semantic Similarity: 0.93, Tense Change: True, Voice Change: False
File1: org-021.txt, File2: FID-024.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-025.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.91, Tense Change: True, Voice Change: False
File1: org-021.txt, File2: FID-026.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-027.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-028.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-021.txt, File2: FID-029.txt - TF-IDF Similarity: 0.09, Semantic Similarity: 0.91, Tense Change: True, Voice Change: False
File1: org-021.txt, File2: FID-030.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.93, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-001.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-002.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.87, Tense Change: False, Voice Change: True
File1: org-022.txt, File2: FID-003.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-004.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.84, Tense Change: True, Voice Change: False
File1: org-022.txt, File2: FID-005.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-006.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-007.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-008.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-009.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.89, Tense Change: True, Voice Change: False
File1: org-022.txt, File2: FID-010.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.85, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-011.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-012.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-013.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-014.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-015.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.88, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-016.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.85, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-017.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.84, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-018.txt - TF-IDF Similarity: 0.11, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-019.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.90, Tense Change: True, Voice Change: False
File1: org-022.txt, File2: FID-020.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-021.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.89, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-022.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.91, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-023.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.87, Tense Change: True, Voice Change: False
File1: org-022.txt, File2: FID-024.txt - TF-IDF Similarity: 0.01, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-025.txt - TF-IDF Similarity: 0.02, Semantic Similarity: 0.88, Tense Change: True, Voice Change: False
File1: org-022.txt, File2: FID-026.txt - TF-IDF Similarity: 0.05, Semantic Similarity: 0.82, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-027.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-028.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.87, Tense Change: False, Voice Change: False
File1: org-022.txt, File2: FID-029.txt - TF-IDF Similarity: 0.04, Semantic Similarity: 0.87, Tense Change: True, Voice Change: False
File1: org-022.txt, File2: FID-030.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.86, Tense Change: False, Voice Change: False
File1: org-023.txt, File2: FID-001.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.89, Tense Change: True, Voice Change: False
File1: org-023.txt, File2: FID-002.txt - TF-IDF Similarity: 0.08, Semantic Similarity: 0.91, Tense Change: True, Voice Change: True
File1: org-023.txt, File2: FID-003.txt - TF-IDF Similarity: 0.03, Semantic Similarity: 0.90, Tense Change: True, Voice Change: False
File1: org-023.txt, File2: FID-004.txt - TF-IDF Similarity: 0.10, Semantic Similarity: 0.90, Tense Change: False, Voice Change: False
File1: org-023.txt, File2: FID-005.txt - TF-IDF Similarity: 0.28, Semantic Similarity: 0.96, Tense Change: True, Voice Change: False
File1: org-023.txt, File2: FID-006.txt - TF-IDF Similarity: 0.13, Semantic Similarity: 0.93, Tense Change: True, Voice Change: False
File1: org-023.txt, File2: FID-007.txt - TF-IDF Similarity: 0.12, Semantic Similarity: 0.94, Tense Change: True, Voice Change: False
File1: org-023.txt, File2: FID-008.txt - TF-IDF Similarity: 0.06, Semantic Similarity: 0.88, Tense Change: True, Voice Change: False
File1: org-023.txt, File2: FID-009.txt - TF-IDF Similarity: 0.13, Semantic Similarity: 0.92, Tense Change: False, Voice Change: False
